visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /root/x00827378/vllm-ascend/mytmp/build_libcust_opapi_nodebug_debug_line/binary/ascend910b/src/turboquant_pack_kv_for_cache4bit/turboquant_pack_kv_for_cache4bit.cpp
Line  Instructions Executed  Records  Range Count
201   0                      1       1
203   40                     1       3
204   40                     1       5
206   0                      1       1
209   40                     1       4
230   40                     1       2
233   40                     1       2
235   40                     1       2

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/../../include/ascendc/include/adv_api/matmul/../../../impl/adv_api/detail/matmul/policy/../stage/compute/mmad_compute.h
Line  Instructions Executed  Records  Range Count
65    1920                   1       6
68    160                    1       1
69    0                      1       1

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/../../include/ascendc/include/adv_api/matmul/../../../impl/adv_api/detail/matmul/policy/../stage/copy_cube_in/base/../copy_tile_to_cube/copy_tile_to_cube_common.h
Line  Instructions Executed  Records  Range Count
57    1280                   1       8
65    0                      1       4
75    0                      1       9
79    0                      1       4
95    320                    1       4
96    3840                   1       9
101   320                    1       4
180   160                    1       2
186   160                    1       2
439   3840                   1       18

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/../../include/ascendc/include/adv_api/matmul/../../../impl/adv_api/detail/matmul/policy/../stage/copy_cube_in/base/../copy_tile_to_cube/data_copy_wrapper_nd.h
Line  Instructions Executed  Records  Range Count
72    0                      1       4
93    2560                   1       33
100   1280                   1       24

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/../../include/ascendc/include/adv_api/matmul/../../../impl/adv_api/detail/matmul/policy/../stage/copy_cube_in/base/copy_cube_in_base.h
Line  Instructions Executed  Records  Range Count
40    1120                   1       3
52    640                    1       4
53    3520                   1       4
62    14560                  1       3

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/../../include/ascendc/include/adv_api/matmul/../../../impl/adv_api/detail/matmul/policy/../stage/copy_cube_in/base/copy_cube_in_mdl_base.h
Line  Instructions Executed  Records  Range Count
95    1920                   1       3
96    12800                  1       4

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/../../include/ascendc/include/adv_api/matmul/../../../impl/adv_api/detail/matmul/policy/../stage/copy_cube_in/base/copy_cube_in_mdl_fullload.h
Line  Instructions Executed  Records  Range Count
50    320                    1       2
51    4160                   1       2
60    3360                   1       13
61    4160                   1       8
62    320                    1       4
63    9600                   1       12
64    7040                   1       12
65    4160                   1       14
66    5120                   1       10
67    0                      1       1
68    3680                   1       2
74    40                     1       2

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/../../include/ascendc/include/adv_api/matmul/../../../impl/adv_api/detail/matmul/policy/../stage/copy_cube_in/base/copy_cube_in_params_base.h
Line  Instructions Executed  Records  Range Count
104   2080                   1       5
105   0                      1       2
384   3200                   1       10
385   0                      1       3

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/../../include/ascendc/include/adv_api/matmul/../../../impl/adv_api/detail/matmul/policy/../stage/copy_cube_out/copy_cube_out_fixpipe.h
Line  Instructions Executed  Records  Range Count
69    2720                   1       3
98    2720                   1       3
139   320                    1       2
152   1280                   1       10
161   1120                   1       8
388   1120                   1       8
396   320                    1       2
429   320                    1       2

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/../../include/ascendc/include/adv_api/matmul/../../../impl/adv_api/detail/matmul/policy/../stage/copy_cube_out/copy_cube_out_utils.h
Line  Instructions Executed  Records  Range Count
43    1280                   1       10
61    1280                   1       10
162   1120                   1       8

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/../../include/ascendc/include/adv_api/matmul/../../../impl/adv_api/detail/matmul/policy/../stage/split/load_to_l0a/load_to_l0a_loadInstr.h
Line  Instructions Executed  Records  Range Count
42    320                    1       2
54    160                    1       1
55    0                      1       1
57    2720                   1       1
71    320                    1       2
102   0                      1       3
103   0                      1       3
105   0                      1       2
118   800                    1       4
119   320                    1       2
120   1600                   1       5

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/../../include/ascendc/include/adv_api/matmul/../../../impl/adv_api/detail/matmul/policy/../stage/split/load_to_l0b/load_to_l0b_loadInstr.h
Line  Instructions Executed  Records  Range Count
40    640                    1       1
53    160                    1       1
54    0                      1       2
56    5120                   1       1
70    160                    1       1
73    480                    1       1
88    0                      1       2
93    0                      1       1
97    0                      1       2
99    0                      1       1
101   0                      1       1
113   0                      1       1
122   0                      1       2
124   0                      1       5
128   0                      1       4
130   0                      1       1
131   0                      1       1
174   960                    1       1
175   1280                   1       2
179   2880                   1       2

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/../../include/ascendc/include/adv_api/matmul/matmul_client.h
Line  Instructions Executed  Records  Range Count
47    80                     1       2
186   13600                  1       53
207   320                    1       21
209   480                    1       31
211   160                    1       20
212   12640                  1       90
226   1920                   1       94
239   0                      1       43
240   640                    1       23
243   160                    1       20
250   160                    1       34
257   320                    1       41
258   480                    1       32
260   160                    1       20
321   480                    1       39
322   320                    1       38
327   7840                   1       44
328   160                    1       20
504   160                    1       20
505   480                    1       56
506   480                    1       40
511   160                    1       20
512   320                    1       40
698   640                    1       40
699   12480                  1       20
983   5622                   1       59
985   160                    1       20
986   800                    1       44
989   12320                  1       108
992   320                    1       40
993   2240                   1       112
995   160                    1       20
1673  40                     1       1
1682  40                     1       1
1685  40                     1       1
1690  40                     1       1
1692  40                     1       1
1703  480                    1       60
1704  320                    1       38
1705  160                    1       20
1711  1280                   1       78
1719  1920                   1       97
1723  8822                   1       208
1726  2240                   1       79
1793  2240                   1       173
1795  11680                  1       240
1798  960                    1       120
1801  16320                  1       147
1804  5280                   1       131
1807  480                    1       60
1808  480                    1       60
2818  1280                   1       72
2822  480                    1       40
2823  320                    1       40
2824  160                    1       20
2851  80                     1       2

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/../../include/kernel_tiling/kernel_tiling.h
Line  Instructions Executed  Records  Range Count
305   1000                   1       8
306   40                     1       2
308   80                     1       4
312   80                     1       4
316   80                     1       2
320   80                     1       3
324   80                     1       3
328   80                     1       3
332   80                     1       3
336   80                     1       3
340   80                     1       3
344   80                     1       3
348   80                     1       3
352   80                     1       3

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/dav_c220/kernel_operator_common_impl.h
Line  Instructions Executed  Records  Range Count
30    80                     1       2
42    80                     1       2
59    120                    1       1
61    60                     1       3
74    180                    1       2
75    0                      1       4
86    60                     1       3

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/dav_c220/kernel_operator_data_copy_impl.h
Line  Instructions Executed  Records  Range Count
77    1920                   1       133
124   1280                   1       78
138   23512                  1       106
275   1280                   1       25
304   1280                   1       25
475   0                      1       92
549   8192                   1       117
672   0                      1       1
681   0                      1       3
682   0                      1       1
694   0                      1       1
705   0                      1       2
706   0                      1       1
707   0                      1       2
708   0                      1       3
710   0                      1       1
711   0                      1       2
712   0                      1       3
718   0                      1       1
719   0                      1       2
720   0                      1       3
1029  62344                  1       142

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/dav_c220/kernel_operator_fixpipe_v2_impl.h
Line  Instructions Executed  Records  Range Count
265   160                    1       4
277   160                    1       4
279   800                    1       10

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/dav_c220/kernel_operator_mm_impl.h
Line  Instructions Executed  Records  Range Count
54    0                      1       1
252   1600                   1       7
287   2400                   1       2
328   160                    1       1
333   1440                   1       5
402   160                    1       1
410   160                    1       1
421   320                    1       1
429   160                    1       1
443   20                     1       1
631   20                     1       1

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/dav_c220/kernel_operator_set_atomic_impl.h
Line  Instructions Executed  Records  Range Count
44    100                    1       3
54    0                      1       2
65    0                      1       2
76    0                      1       2

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/dav_c220/kernel_operator_set_spr_impl.h
Line  Instructions Executed  Records  Range Count
28    160                    1       4

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/dav_c220/kernel_operator_sync_impl.h
Line  Instructions Executed  Records  Range Count
113   0                      1       2
421   20                     1       3
428   200                    1       21

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/dav_c220/kernel_operator_vec_binary_impl.h
Line  Instructions Executed  Records  Range Count
166   8192                   1       20
369   8192                   1       74
372   24576                  1       40
373   16384                  1       40
422   6144                   1       172
425   6144                   1       152
426   4096                   1       136

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/dav_c220/kernel_operator_vec_binary_scalar_impl.h
Line  Instructions Executed  Records  Range Count
82    8192                   1       20
118   8192                   1       20
119   8192                   1       20
242   8192                   1       272
277   6144                   1       203
278   6144                   1       200
279   8192                   1       272

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/dav_c220/kernel_operator_vec_brcb_impl.h
Line  Instructions Executed  Records  Range Count
33    16384                  1       40

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/dav_c220/kernel_operator_vec_cmp_impl.h
Line  Instructions Executed  Records  Range Count
38    40960                  1       40
152   49152                  1       40
188   49152                  1       40
214   49152                  1       40
233   0                      1       320
298   0                      1       320
324   0                      1       320
340   0                      1       320

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/dav_c220/kernel_operator_vec_cmpsel_impl.h
Line  Instructions Executed  Records  Range Count
154   0                      1       300
175   0                      1       396
176   0                      1       300
177   0                      1       300
179   0                      1       300
180   0                      1       300
184   0                      1       300
185   0                      1       300
192   0                      1       280
209   8192                   1       22
210   8192                   1       22
211   8192                   1       20
213   8192                   1       20
214   8192                   1       20
218   16384                  1       20
220   40960                  1       38
225   24576                  1       20

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/dav_c220/kernel_operator_vec_duplicate_impl.h
Line  Instructions Executed  Records  Range Count
32    33088                  1       1308
59    25056                  1       191
60    8512                   1       289
61    24896                  1       986
62    480                    1       126
63    480                    1       112

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/dav_c220/kernel_operator_vec_reduce_impl.h
Line  Instructions Executed  Records  Range Count
153   8192                   1       20
154   24576                  1       20
155   16384                  1       40
156   8192                   1       20
157   8192                   1       20
158   24576                  1       30
159   24576                  1       40
160   16384                  1       40
161   16384                  1       40
162   8192                   1       20
163   16384                  1       40
164   8192                   1       20
257   16384                  1       24
258   40960                  1       38
275   57344                  1       56

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/dav_c220/kernel_operator_vec_unary_impl.h
Line  Instructions Executed  Records  Range Count
345   8192                   1       20
346   8192                   1       20

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/dav_c220/kernel_operator_vec_vconv_impl.h
Line  Instructions Executed  Records  Range Count
110   16384                  1       84
245   16384                  1       40
284   8192                   1       42
648   8192                   1       43
817   73728                  1       139
818   40960                  1       118
824   16384                  1       84
831   24576                  1       83
834   8192                   1       42
836   49152                  1       40
837   16384                  1       20

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/dav_c220/kfc/kfc_comm.h
Line  Instructions Executed  Records  Range Count
273   960                    1       1
277   1040                   1       1
281   15764                  1       1
285   1440                   1       118
289   40                     1       1
290   40                     1       1
371   140                    1       5
373   60                     1       3
374   40                     1       2
375   40                     1       1
376   40                     1       1
378   340                    1       16
379   300                    1       15
381   20                     1       1
382   40                     1       1
400   160                    1       3
401   400                    1       6
417   200                    1       4
436   380                    1       8
442   520                    1       61
448   1040                   1       61
449   4200                   1       122
451   0                      1       61
457   2120                   1       176
458   1680                   1       176
459   0                      1       61
460   0                      1       61
462   1040                   1       61
479   15764                  1       1
481   31528                  1       1
484   15764                  1       1
496   124032                 1       1
499   2080                   1       2
500   1040                   1       2
501   0                      1       1
502   0                      1       1
504   1040                   1       1
514   520                    1       1
516   1040                   1       1
517   2080                   1       1

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/dav_c220/kfc/kfc_comm_client.h
Line  Instructions Executed  Records  Range Count
44    1800                   1       5
46    40                     1       1
55    440                    1       4
56    40                     1       1
58    80                     1       1
60    80                     1       2
61    40                     1       1
68    40                     1       1
70    280                    1       4
71    120                    1       2
79    320                    1       5
80    240                    1       4
81    80                     1       1
87    1400                   1       2
89    120                    1       1
98    1080                   1       1
102   40                     1       1
103   80                     1       1
114   80                     1       1
121   1440                   1       120
122   960                    1       60
123   480                    1       60
124   480                    1       60
125   960                    1       123
136   960                    1       120
141   11240                  1       62
142   1040                   1       122
166   3520                   1       84
167   3                      1       40
170   9                      1       196
172   0                      1       40
175   0                      1       40
177   3                      1       80
178   0                      1       40
180   2                      1       40
183   3201                   1       242
185   0                      1       40
188   0                      1       120
195   960                    1       100
196   320                    1       40
197   480                    1       60

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/dav_c220/kfc/kfc_comm_server.h
Line  Instructions Executed  Records  Range Count
40    240                    1       8
41    100                    1       3
43    60                     1       2
44    40                     1       2
45    260                    1       1
47    40                     1       2
52    160                    1       4
62    3640                   1       1
67    480                    1       5
68    320                    1       3
69    160                    1       3
75    640                    1       3
77    480                    1       6
78    320                    1       3
79    160                    1       3
90    960                    1       6
95    191768                 1       4

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/kernel_event.h
Line  Instructions Executed  Records  Range Count
279   0                      1       2
298   99112                  1       1271
317   53356                  1       1075
819   640                    1       8
822   640                    1       12
825   360                    1       4
828   400                    1       91
831   160                    1       1
834   1020                   1       10
837   1440                   1       172
840   800                    1       80
843   800                    1       156
846   5216                   1       174
858   32848                  1       99
861   32768                  1       60
887   0                      1       36
893   21440                  1       204
896   600                    1       196
902   320                    1       4
905   320                    1       3
942   2880                   1       18
945   640                    1       9
948   960                    1       17
951   160                    1       2
954   1340                   1       9
957   0                      1       1
960   0                      1       1
963   0                      1       1
966   0                      1       1
971   960                    1       137
974   800                    1       81
977   840                    1       166
980   2848                   1       133
1000  320                    1       8
1003  320                    1       6
1006  0                      1       2
1009  0                      1       2
1012  0                      1       2
1015  0                      1       2
1018  0                      1       2
1021  0                      1       2
1024  0                      1       2
1028  200                    1       90
1031  200                    1       6
1034  0                      1       2
1037  0                      1       34
1040  10720                  1       134
1043  560                    1       148
1046  0                      1       2
1049  16424                  1       62
1052  16384                  1       42

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/kernel_operator_data_copy_intf_impl.h
Line  Instructions Executed  Records  Range Count
59    1920                   1       133
155   1280                   1       25
265   1280                   1       78
325   81760                  1       176
690   320                    1       29
692   640                    1       61
770   81760                  1       176
1312  0                      1       94
1388  10240                  1       117

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/kernel_operator_mm_base_impl.h
Line  Instructions Executed  Records  Range Count
284   1600                   1       7
287   2880                   1       2
328   1760                   1       6
329   160                    1       1
440   40                     1       1
507   20                     1       1

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/kernel_operator_mm_load2d_impl.h
Line  Instructions Executed  Records  Range Count
52    0                      1       2
53    0                      1       1

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/kernel_reg.h
Line  Instructions Executed  Records  Range Count
60    480                    1       126
101   154640                 1       2546
123   320                    1       5
145   31200                  1       694
150   25056                  1       412
165   0                      1       1
167   0                      1       1
174   0                      1       1
176   0                      1       1

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/kernel_tbuf_impl.h
Line  Instructions Executed  Records  Range Count
33    57856                  1       446
42    16736                  1       504
43    16896                  1       506
47    16576                  1       484
76    132384                 1       809

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/kernel_tensor_impl.h
Line  Instructions Executed  Records  Range Count
550   89688                  1       1037
561   114104                 1       1250
602   40960                  1       478
675   14248                  1       499
691   32768                  1       274
692   81016                  1       1023
992   560                    1       13
1154  240                    1       3
1260  280                    1       1
1284  2528                   1       163
1294  2368                   1       160

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/kernel_tpipe_base.h
Line  Instructions Executed  Records  Range Count
241   280                    1       11
243   40                     1       4
244   160                    1       9
252   40                     1       4

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/kernel_tpipe_impl.h
Line  Instructions Executed  Records  Range Count
47    2800                   1       6
48    520                    1       4
49    2280                   1       4
56    15820                  1       4
57    180                    1       3
60    15640                  1       2
65    1580                   1       4
70    60                     1       1
72    40                     1       2
73    40                     1       1
75    40                     1       2
77    60                     1       2
80    140                    1       2
128   120                    1       2
130   120                    1       2
137   60                     1       2
225   200                    1       8
226   1160                   1       23
231   200                    1       8
241   480                    1       15
251   560                    1       9
252   480                    1       14
253   200                    1       8
254   440                    1       14
260   200                    1       8
261   520                    1       18
292   3000                   1       38
293   80                     1       2
298   120                    1       5
307   840                    1       17
308   1160                   1       24
310   1400                   1       23
311   760                    1       17
313   560                    1       14
319   200                    1       5
320   960                    1       22
421   5300                   1       204
425   5140                   1       176
436   5920                   1       355
443   92992                  1       867
469   60                     1       2
471   6800                   1       8
472   3760                   1       2
473   4160                   1       4
474   320                    1       2
480   20                     1       1
481   80                     1       1
482   20                     1       1
483   100                    1       2
485   20                     1       1
497   240                    1       2
538   320                    1       9
540   280                    1       6
546   40                     1       2
547   40                     1       1
549   40                     1       2
557   80                     1       2
558   80                     1       2
559   40                     1       2
887   520                    1       4
892   60                     1       2
893   60                     1       2
894   60                     1       2
895   60                     1       2
896   120                    1       2
899   280                    1       5
900   520                    1       6
902   60                     1       2
903   60                     1       2
904   60                     1       2

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/kernel_tquebind_impl.h
Line  Instructions Executed  Records  Range Count
36    80                     1       4
78    24640                  1       213
79    2400                   1       170
123   11600                  1       342
132   22080                  1       337
213   480                    1       6
215   2880                   1       159
217   3520                   1       181
237   5760                   1       188
238   2400                   1       172
239   2400                   1       180
247   4000                   1       185
266   19360                  1       392
267   1120                   1       80
294   480                    1       6
296   1920                   1       142
308   3360                   1       235
315   3360                   1       242
316   2240                   1       136
317   6720                   1       142
318   1120                   1       86
329   4320                   1       164
424   8320                   1       175
425   2480                   1       163
449   1120                   1       82
451   3520                   1       189
470   3360                   1       170
472   2400                   1       85
473   2720                   1       85
477   2240                   1       85
478   1120                   1       85
488   3760                   1       85
511   640                    1       170
512   1920                   1       178
513   400                    1       85
523   3680                   1       187
544   960                    1       6
545   11200                  1       28
549   2880                   1       6
550   1280                   1       12
551   2880                   1       14
552   480                    1       6
586   2880                   1       250
587   160                    1       1
641   3520                   1       250

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/kernel_utils_base.h
Line  Instructions Executed  Records  Range Count
44    240                    1       2
46    160                    1       1
48    20                     1       1
49    20                     1       1
51    80                     1       2
108   55616                  1       1271

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/impl/basic_api/utils/kernel_utils_ceil_oom_que.h
Line  Instructions Executed  Records  Range Count
45    480                    1       19
50    320                    1       42

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/include/adv_api/../../impl/adv_api/detail/kfc/../matmul/kfc/../utils/matmul_utils.h
Line  Instructions Executed  Records  Range Count
215   40                     1       1
216   40                     1       1
217   200                    1       1
222   80                     1       2
383   8888                   1       40
389   1280                   1       10

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/include/adv_api/../../impl/adv_api/detail/kfc/../matmul/kfc/matmul_server.h
Line  Instructions Executed  Records  Range Count
38    1980                   1       5
43    40                     1       1
46    40                     1       1
47    80                     1       2
50    40                     1       1
56    40                     1       1
75    40                     1       1
76    4760                   1       5
94    480                    1       1
107   960                    1       2
108   5116                   1       3
114   0                      1       2
182   160                    1       1
183   320                    1       1
184   320                    1       1
194   0                      1       1
220   960                    1       1
221   4160                   1       2
222   3840                   1       2
227   6236                   1       3
255   800                    1       1
413   1920                   1       2
420   202956                 1       4
431   3360                   1       2
432   10560                  1       2
437   0                      1       3
443   960                    1       1
450   0                      1       2
462   0                      1       1
467   0                      1       2

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/include/adv_api/../../impl/adv_api/detail/kfc/../matmul/kfc/matmul_server_aux.h
Line  Instructions Executed  Records  Range Count
43    1980                   1       5
80    1980                   1       5
502   1980                   1       5

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/include/adv_api/../../impl/adv_api/detail/kfc/../matmul/kfc/matmul_server_impl.h
Line  Instructions Executed  Records  Range Count
26    1280                   1       1
46    160                    1       1
47    2400                   1       1
94    960                    1       2
114   160                    1       1
115   2400                   1       1

visualize_data: /root/x00827378/vllm-ascend/mytmp/OPPROF_20260627134444_LLPYGPYEZKODALFN/visualize_data.bin
Source: /usr/local/Ascend/cann-8.5.1/aarch64-linux/asc/include/adv_api/../../impl/adv_api/detail/kfc/../matmul/kfc/matmul_server_impl_c220.h
Line  Instructions Executed  Records  Range Count
35    480                    1       2
40    480                    1       1
42    0                      1       1
75    480                    1       2
